labels	text
Spam	"Upcoming WIC appointment on {Month} {Day} {Time} AM .Please be prepared for your {FirstName} appointment with recent height, weight and blood work information https://www.mass.gov/doc/medical-referral-form-for-infants-and-children-2/download For questions please call {Phone} www.mass.gov/wic-information-for-participants"
Spam	"Upcoming WIC appointment on {Month} {Day} {Time} AM .Please be prepared for your {FirstName}appointment (mask required) with proof of eligibility (incomee address & i.d.), person being certified and a recent height, weight and bloodwork. https://www.mass.gov/doc/medical-referral-form-for-infants-and-children-2/download Review your Right and Responsibilities https://www.mass.gov/doc/wic-rights-and-responsibilities-0/downloadtaking care of your family https://www.mass.gov/doc/taking-care-of-your-family/download For questions please call {Phone} www.mass.gov/wic-information-for-participants"
Spam	"Usted está programado para una cita de WIC. {Weekday}, {Month} {Day}, {Time} AM. Debido a la situación actual con el coronavirus, lo llamaremos para brindarle servicios y beneficios de alimentos por teléfono. Si tiene alguna pregunta, llámenos al {Phone}."
Spam	"Usted está programado para una cita de WIC. {Weekday}, {Month} {Day}, {Time} PM. Debido a la situación actual con el coronavirus, lo llamaremos para brindarle servicios y beneficios de alimentos por teléfono. Si tiene alguna pregunta, llámenos al {Phone}."
Spam	"Você está agendado para um agendamento em Qui, {Month} {Day}, {Time} PM em Whitinsville. Se você tiver alguma dúvida sobre o que é necessário para este compromisso, ligue. ."
Spam	"Você está agendado para um agendamento em Qui, {Month} {Day}, {Time} PM em Milford. Se você tiver alguma dúvida sobre o que é necessário para este compromisso, ligue. ."
Spam	"Você está agendado para um agendamento em Qui, {Month} {Day}, {Time} AM em Milford. Se você tiver alguma dúvida sobre o que é necessário para este compromisso, ligue. ."
Spam	"você está agendado para um compromisso no WIC. Qui, {Month} {Day}, {Time} AM. Devido à situação atual com coronavírus, vamos chamá-lo para fornecer serviços e benefícios alimentares por telefone. Se você tiver perguntas, por favor, ligue, {Phone}"
Spam	"você está agendado para um compromisso no WIC. Sex, {Month} {Day}, {Time} PM. Devido à situação atual com coronavírus, vamos chamá-lo para fornecer serviços e benefícios alimentares por telefone. Se você tiver perguntas, por favor, ligue, {Phone}"
Spam	"você está agendado para um compromisso no WIC. Sex, {Month} {Day}, {Time} AM. Devido à situação atual com coronavírus, vamos chamá-lo para fornecer serviços e benefícios alimentares por telefone. Se você tiver perguntas, por favor, ligue, {Phone}"
Spam	"Você tem um agendamento de WIC Qui, {Month} {Day}, {Time} PM em Hyannis. Devido ao COVID-19, todas as consultas estarão sendo feitas por telefone no momento, a nutricionista entrará em contato com voce no seu horario marcado.Questões? Ligue para {Phone}. Obrigado pela sua  compreensão. "
Spam	"Você tem um agendamento de WIC Qui, {Month} {Day}, {Time} AM em Hyannis. Devido ao COVID-19, todas as consultas estarão sendo feitas por telefone no momento, a nutricionista entrará em contato com voce no seu horario marcado.Questões? Ligue para {Phone}. Obrigado pela sua  compreensão. "
Spam	"Vous êtes programmé pour un WIC appt. jeu, juil. 14, {Time} PM. A cause de la situation actuelle avec le coronavirus, nous vous appellerons pour vous donné des services et nouriture alimentaires par téléphone. Si vous avez des questions,  vous pouvez appeler le {Phone}."
Spam	"Vous êtes programmé pour un WIC appt. jeu, juil. 14, {Time} AM. A cause de la situation actuelle avec le coronavirus, nous vous appellerons pour vous donné des services et nouriture alimentaires par téléphone. Si vous avez des questions,  vous pouvez appeler le {Phone}."
Spam	Welcome to messaging service of Amarillo WIC . Reply {FirstName} at any point to unsubscribe and {FirstName} to re-subscribe.
Spam	"WIC Appointment Reminder: we are serving all Participants by phone {FirstName}. Our buildings are closed. Your appointment is on {Weekday}, {Month} {Day}. We will call you {FirstName} this day to complete it with you. Our call may show up as a blocked number. Questions?  Please call {Phone} and leave a message."
Spam	"WIC Farmers Market is {FirstName} until 5PM @ 1773 Boston Road.  See our distribution info @  https://hms.teletask.com/jj176"
Spam	"WIC: Your WIC {FirstName} appt is on {Month} {Day} at {Time} PM. Please give +/- 30min. If you are new to WIC or re-enrolling after 2 yrs, watch our orientation video before your appt (https://tinyurl.com/WICtexten) or you will need to be rescheduled. Reply C to confirm or R to reschedule."
Spam	"WIC: Your WIC {FirstName} appt is on {Month} {Day} at {Time} AM. Please give +/- 30min. If you are new to WIC or re-enrolling after 2 yrs, watch our orientation video before your appt (https://tinyurl.com/WICtexten) or you will need to be rescheduled. Reply C to confirm or R to reschedule."
Spam	"You are eligible to receive Farmers Market Benefits for 2022. Bring your WIC Card to our ""in person"" distribution event at the Charlestown Farmers Market at the corner of Main St & Austin St Main Street {Weekday}, {Month} {Day}rd from 2-5pm. For more information visit https://hms.teletask.com/mfvoq."
Spam	"You are eligible to receive WIC Farmers Market Coupons for 2022. Bring your WIC Card to our ""in person"" distribution event at the Charlestown Farmers Market at the corner of Main St & Austin St Main Street {Weekday}, {Month} {Day}rd from 2-5pm. Rain or shine.  For more information visit https://hms.teletask.com/mfvoq."
Spam	"You are scheduled for an appt on {Weekday}, {Month} {Day}, {Time} PM at the Southbridge. If you have any questions regarding what is needed for this appointment or if it is an in person or via phone please call. {Phone}. "
Spam	"You are scheduled for an appt on {Weekday}, {Month} {Day}, {Time} PM at the Whitinsville. If you have any questions regarding what is needed for this appointment or if it is an in person or via phone please call. {Phone}. "
Spam	"You are scheduled for an appt on {Weekday}, {Month} {Day}, {Time} PM at the Milford. If you have any questions regarding what is needed for this appointment or if it is an in person or via phone please call. {Phone}. "
Spam	"You are scheduled for an appt on {Weekday}, {Month} {Day}, {Time} PM at the East Brookfield. If you have any questions regarding what is needed for this appointment or if it is an in person or via phone please call. {Phone}. "
Spam	"You are scheduled for an appt on {Weekday}, {Month} {Day}, {Time} AM at the Southbridge. If you have any questions regarding what is needed for this appointment or if it is an in person or via phone please call. {Phone}. "
Spam	"You are scheduled for an appt on {Weekday}, {Month} {Day}, {Time} AM at the East Brookfield. If you have any questions regarding what is needed for this appointment or if it is an in person or via phone please call. {Phone}. "
Spam	"You are scheduled for an appt on {Weekday}, {Month} {Day}, {Time} AM at the Milford. If you have any questions regarding what is needed for this appointment or if it is an in person or via phone please call. {Phone}. "
Spam	"You are scheduled for an appt on {Weekday}, {Month} {Day}, {Time} AM at the Whitinsville. If you have any questions regarding what is needed for this appointment or if it is an in person or via phone please call. {Phone}. "
Spam	"You are scheduled for a WIC appt. {Weekday}, {Month} {Day}, {Time} PM. Due to the current situation with coronavirus, we will be calling you to provide services and food benefits over the phone. Expect the call 2 hours before or 2 hours after your scheduled appointment time. If you have questions please call, {Phone}.  "
Spam	"You are scheduled for a WIC appt. {Weekday}, {Month} {Day}, {Time} AM. Due to the current situation with coronavirus, we will be calling you to provide services and food benefits over the phone. Expect the call 2 hours before or 2 hours after your scheduled appointment time. If you have questions please call, {Phone}.  "
Spam	"You are scheduled for a WIC appt {Weekday}, {Month} {Day}, {Time} PM at Texas County, for the wic program at the Texas county health department  Houston office. At this appointment you will need to bring your WIC card wth you. We ask, if possible, only one person per household come to this appointment. You are scheduled to have benefits loaded to your card. Call {Phone} if you have any questions."
Spam	"You are scheduled for a WIC appt {Weekday}, {Month} {Day}, {Time} PM at Texas County, for the wic program at the Texas county health department  Houston office. At this appointment you will need to bring your WIC card wth you. We ask, if possible, only one person per household come to this appointment.  Call {Phone} if you have any questions."
Spam	"You are scheduled for a WIC appt {Weekday}, {Month} {Day}, {Time} AM at Texas County, for the wic program at the Texas county health department  Houston office. At this appointment you will need to bring your WIC card wth you. We ask, if possible, only one person per household come to this appointment. You are scheduled to have benefits loaded to your card. Call {Phone} if you have any questions."
Spam	"You are scheduled for a WIC appt {Weekday}, {Month} {Day}, {Time} AM at Texas County, for the wic program at the Texas county health department  Houston office. At this appointment you will need to bring your WIC card wth you. We ask, if possible, only one person per household come to this appointment. You are scheduled for Nutrition education Call {Phone} if you have any questions."
Spam	"You are scheduled for a WIC appt {Weekday}, {Month} {Day}, {Time} AM at Texas County, for the wic program at the Texas county health department  Houston office. At this appointment you will need to bring your WIC card wth you. We ask, if possible, only one person per household come to this appointment. For recert, you will need to bring the child or person who the appointment is for, diet sheet,  shot record or ID, proof of address and pay stubs at the appointment time. Call {Phone} if you have any questions."
Spam	"You are scheduled for a WIC appt {Weekday}, {Month} {Day}, {Time} PM at Texas County, for the wic program at the Texas county health department  Houston office. At this appointment you will need to bring your WIC card wth you. We ask, if possible, only one person per household come to this appointment. You are scheduled for Nutrition education Call {Phone} if you have any questions."
Spam	"You are scheduled for a WIC appt {Weekday}, {Month} {Day}, {Time} PM at Texas County, for the wic program at the Texas county health department  Houston office. At this appointment you will need to bring your WIC card wth you. We ask, if possible, only one person per household come to this appointment. A hemoglobin test will be done on the person the appointment is for. Call {Phone} if you have any questions."
Spam	"You are scheduled for a WIC appt {Weekday}, {Month} {Day}, {Time} PM at Texas County, for the wic program at the Texas county health department  Houston office. At this appointment you will need to bring your WIC card wth you. We ask, if possible, only one person per household come to this appointment. For recert, you will need to bring the child or person who the appointment is for, diet sheet,  shot record or ID, proof of address and pay stubs at the appointment time. Call {Phone} if you have any questions."
Spam	"You are scheduled for a WIC appt {Weekday}, {Month} {Day}, {Time} AM at Texas County, for the wic program at the Texas county health department  Houston office. At this appointment you will need to bring your WIC card wth you. We ask, if possible, only one person per household come to this appointment.  Call {Phone} if you have any questions."
Spam	"You are scheduled for a WIC phone appointment {Weekday}, {Month} {Day}, {Time} PM. We will be calling you to provide services and food benefits over the phone. If you are new to WIC  you will receive a call to  the phone you provided to complete your certification . Questions? call {Phone}"
Spam	"You are scheduled for a WIC phone appointment {Weekday}, {Month} {Day}, {Time} AM. We will be calling you to provide services and food benefits over the phone. If you are new to WIC  you will receive a call to  the phone you provided to complete your certification . Questions? call {Phone}"
Spam	"You have an upcoming appointment with {Clinic} on {Month} {Day} at {Time} PM. Your appointment will be done over the phone. A WIC staff member will call you at your scheduled time with instructions regarding your appointment. We may call 15 min early for certifications.  For questions please call {Phone}. "
Spam	"You have an upcoming appointment with {Clinic} on {Month} {Day} at {Time} AM. Your appointment will be done over the phone. A WIC staff member will call you at your scheduled time with instructions regarding your appointment. We may call 15 min early for certifications.  For questions please call {Phone}. "
Spam	You recently missed an appt at the Partners in Health WIC. Please call {Phone} to reschedule as soon as possible.
Spam	You recently missed an appt at the St {Clinic} WIC. Please call {Phone} to reschedule as soon as possible.
Spam	"Your family is eligible for WIC farmers market checks and you have not received them yet, please come to the lobby of the Bank of America building on {Date} between {Clinic} WIC at 767-4109 if you have any questions about eligibility"
Spam	"You were scheduled for an appt {Weekday}, {Month} {Day}, {Time} PM at the Partners in Health WIC. Due COVID-19, we will be calling you to provide services and food benefits over the phone. We are still able to give you benefits. Have any questions? call {Phone}"
Spam	"You were scheduled for an appt {Weekday}, {Month} {Day}, {Time} PM at the St {Clinic} WIC. Due COVID-19, we will be calling you to provide services and food benefits over the phone. We are still able to give you benefits. Have any questions? call {Phone}"
Spam	"You were scheduled for an appt {Weekday}, {Month} {Day}, {Time} PM at {Clinic} WIC. Due COVID-19, we will be calling you to provide services and food benefits over the phone. We are still able to give you benefits. Have any questions? call {Phone} Ext {Number}"
Spam	"You were scheduled for an appt {Weekday}, {Month} {Day}, {Time} AM at the Partners in Health WIC. Due COVID-19, we will be calling you to provide services and food benefits over the phone. We are still able to give you benefits. Have any questions? call {Phone}"
Spam	"You were scheduled for an appt {Weekday}, {Month} {Day}, {Time} AM at {Clinic} WIC. Due COVID-19, we will be calling you to provide services and food benefits over the phone. We are still able to give you benefits. Have any questions? call {Phone} Ext {Number}"
Spam	"You were scheduled for an appt {Weekday}, {Month} {Day}, {Time} AM at the St {Clinic} WIC. Due COVID-19, we will be calling you to provide services and food benefits over the phone. We are still able to give you benefits. Have any questions? call {Phone}"
